level1_name,level1_pcode,level3_name,level3_pcode,level2_name,level2_pcode,year,month,week,day,mgt_case,mgt_death,chl_case,chl_death,chl_attack
,,Abala,ner002108,Tillaberi,ner003006,2018,1,1,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,1,2,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,1,3,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,1,4,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,1,5,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,2,6,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,2,7,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,2,8,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,2,9,1,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,2,10,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,3,11,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,3,12,1,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,3,13,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,4,14,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,4,15,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,4,16,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,4,17,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,4,18,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,5,19,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,5,20,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,5,21,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,6,22,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,6,23,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,6,24,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,6,25,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,6,26,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,7,27,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,7,28,1,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,7,29,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,8,30,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,8,31,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,8,32,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,8,33,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,8,34,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,9,35,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,9,36,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,9,37,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,10,38,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,10,39,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,10,40,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,10,41,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,10,42,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,11,43,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,11,44,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,11,45,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,12,46,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,12,47,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,12,48,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,12,49,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,12,50,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,12,51,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2018,12,52,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,1,1,1,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,1,2,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,1,3,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,1,4,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,1,5,1,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,2,6,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,2,7,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,2,8,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,2,9,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,2,10,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,3,11,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,3,12,1,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,3,13,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,4,14,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,4,15,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,4,16,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,4,17,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,4,18,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,5,19,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,5,20,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,5,21,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,6,22,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,6,23,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,6,24,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,6,25,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,6,26,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,7,27,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,7,28,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,7,29,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,8,30,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,8,31,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,8,32,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,8,33,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,8,34,1,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,9,35,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,9,36,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,9,37,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,10,38,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,10,39,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,10,40,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,10,41,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,10,42,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,11,43,6,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,11,44,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,11,45,1,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,12,46,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,12,47,2,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,12,48,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,12,49,4,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,12,50,7,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,12,51,3,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,12,52,5,0,0,0,0,0
,,Abala,ner002108,Tillaberi,ner003006,2019,12,53,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,1,1,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,1,2,4,1,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,1,3,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,1,4,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,1,5,5,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,2,6,3,1,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,2,7,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,2,8,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,2,9,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,2,10,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,3,11,1,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,3,12,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,3,13,1,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,4,14,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,4,15,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,4,16,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,4,17,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,4,18,1,1,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,5,19,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,5,20,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,5,21,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,6,22,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,6,23,5,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,6,24,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,6,25,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,6,26,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,7,27,5,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,7,28,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,7,29,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,8,30,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,8,31,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,8,32,1,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,8,33,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,8,34,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,9,35,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,9,36,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,9,37,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,10,38,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,10,39,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,10,40,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,10,41,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,10,42,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,11,43,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,11,44,3,1,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,11,45,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,12,46,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,12,47,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,12,48,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,12,49,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,12,50,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,12,51,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2018,12,52,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,1,1,5,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,1,2,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,1,3,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,1,4,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,1,5,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,2,6,5,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,2,7,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,2,8,1,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,2,9,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,2,10,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,3,11,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,3,12,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,3,13,5,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,4,14,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,4,15,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,4,16,5,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,4,17,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,4,18,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,5,19,1,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,5,20,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,5,21,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,6,22,5,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,6,23,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,6,24,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,6,25,1,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,6,26,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,7,27,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,7,28,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,7,29,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,8,30,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,8,31,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,8,32,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,8,33,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,8,34,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,9,35,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,9,36,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,9,37,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,10,38,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,10,39,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,10,40,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,10,41,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,10,42,4,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,11,43,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,11,44,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,11,45,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,12,46,2,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,12,47,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,12,48,3,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,12,49,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,12,50,7,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,12,51,6,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,12,52,5,0,0,0,0,0
,,Abalak,ner002045,Tahoua,ner003005,2019,12,53,4,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,1,1,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,1,2,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,1,3,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,1,4,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,1,5,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,2,6,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,2,7,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,2,8,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,2,9,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,2,10,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,3,11,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,3,12,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,3,13,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,4,14,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,4,15,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,4,16,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,4,17,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,4,18,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,5,19,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,5,20,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,5,21,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,6,22,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,6,23,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,6,24,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,6,25,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,6,26,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,7,27,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,7,28,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,7,29,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,8,30,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,8,31,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,8,32,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,8,33,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,8,34,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,9,35,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,9,36,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,9,37,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,10,38,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,10,39,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,10,40,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,10,41,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,10,42,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,11,43,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,11,44,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,11,45,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,12,46,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,12,47,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,12,48,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,12,49,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,12,50,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,12,51,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2018,12,52,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,1,1,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,1,2,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,1,3,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,1,4,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,1,5,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,2,6,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,2,7,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,2,8,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,2,9,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,2,10,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,3,11,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,3,12,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,3,13,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,4,14,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,4,15,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,4,16,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,4,17,4,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,4,18,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,5,19,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,5,20,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,5,21,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,6,22,4,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,6,23,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,6,24,4,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,6,25,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,6,26,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,7,27,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,7,28,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,7,29,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,8,30,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,8,31,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,8,32,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,8,33,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,8,34,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,9,35,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,9,36,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,9,37,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,10,38,4,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,10,39,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,10,40,4,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,10,41,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,10,42,1,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,11,43,4,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,11,44,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,11,45,4,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,12,46,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,12,47,6,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,12,48,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,12,49,7,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,12,50,2,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,12,51,3,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,12,52,5,0,0,0,0,0
,,Aderbissinat,ner002085,Agadez,ner003002,2019,12,53,5,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,1,1,6,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,1,2,3,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,1,3,5,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,1,4,6,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,1,5,3,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,2,6,4,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,2,7,5,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,2,8,7,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,2,9,1,1,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,2,10,7,0,0,0,0,0
,,Agadez,ner002044,Agadez,ner003002,2018,3,11,6,1,0,0,0,0
